platform,creator_handle,channel_name,channel_id,tier,video_id,title,published_at,published_date,content_format,subscriber_count,view_count,like_count,comment_count,share_count,duration_sec,engagement_rate,view_reach_ratio,watch_through_rate,watch_time_index,modeled_spend_usd,cost_per_engagement,tags,campaign,brand
YouTube,GlitterAndLazers,Glitterandlazers,UCINgkP5R6zvF9WuMTjY-RqQ,Mid,voBdsQb0hcw,You glow differently when you’re confident. Shine on. ✨💃,2026-03-22T19:00:51Z,2026-03-22,Short,2330000,12167,538,0,,14,0.00023,0.0052,,0.0005,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,GlitterAndLazers,Glitterandlazers,UCINgkP5R6zvF9WuMTjY-RqQ,Mid,tRRUzPkavhc,Hard work turns dreams into plans. #fitness,2026-03-22T15:01:26Z,2026-03-22,Short,2330000,8907,338,0,,35,0.00015,0.0038,,0.0009,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,GlitterAndLazers,Glitterandlazers,UCINgkP5R6zvF9WuMTjY-RqQ,Mid,SZ6zvdVHndY,"Dream big, start small, stay consistent. Magic will follow. 🪄💫 #fitness",2026-03-21T17:00:44Z,2026-03-21,Short,2330000,15680,449,0,,32,0.00019,0.0067,,0.001,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,GlitterAndLazers,Glitterandlazers,UCINgkP5R6zvF9WuMTjY-RqQ,Mid,mfhC7Sp38PY,"For my final surgery with Advanced Lipedema Treatment, I went to their Utah center! #ALTAmbassador",2025-04-22T16:29:00Z,2025-04-22,Short,2330000,83361,1232,0,,19,0.00053,0.0358,,0.0017,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,GlitterAndLazers,Glitterandlazers,UCINgkP5R6zvF9WuMTjY-RqQ,Mid,K0Ht7dusPB0,Jump squats in the house. Say what??? PT exercises to work on my progress. #physicaltherapy #running,2024-02-06T17:00:13Z,2024-02-06,Short,2330000,127354,4891,222,,14,0.00219,0.0547,,0.0051,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,GlitterAndLazers,Glitterandlazers,UCINgkP5R6zvF9WuMTjY-RqQ,Mid,oRQ1EfsX46g,Ooh la la,2021-11-13T23:06:21Z,2021-11-13,Short,2330000,252976,10069,222,,11,0.00442,0.1086,,0.0081,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,GlitterAndLazers,Glitterandlazers,UCINgkP5R6zvF9WuMTjY-RqQ,Mid,slx42iKbCwg,Our Twinning Plus Size Disney Lewks,2021-09-12T17:03:09Z,2021-09-12,Short,2330000,28967149,341995,2557,,10,0.14788,12.4323,,0.2465,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,AlexandrasGirly,Alexandra Anele,UCzlgsdcnqJq8BDWY7bqWUmA,Mid,5fECPfnoEaU,I had an idea...😈 MIXING MAKEUP for the GLOWIEST GLOW,2026-03-24T18:04:53Z,2026-03-24,Vlog/Other,1420000,2634,311,51,,773,0.00025,0.0019,,0.0322,,,alexandra anele|foundation|flawless base|bareminerals|haus labs|oily skin|NARS matte foundation|DIY|mineral makeup|glowy,GlowMetric_Q1_2025,GlowMetric
YouTube,AlexandrasGirly,Alexandra Anele,UCzlgsdcnqJq8BDWY7bqWUmA,Mid,a5ilw365ys4,Don&#39;t let Office Air RUIN your Makeup,2026-03-21T16:00:00Z,2026-03-21,Vlog/Other,1420000,8410,632,117,,755,0.00053,0.0059,,0.0667,,,alexandra anele|office air|makeup tips|mua|makeup artist|cracking|oily|disappearing|fading|dry,GlowMetric_Q1_2025,GlowMetric
YouTube,AlexandrasGirly,Alexandra Anele,UCzlgsdcnqJq8BDWY7bqWUmA,Mid,QuPwwYkvbpQ,So NARS has a new foundation…,2026-03-10T16:00:42Z,2026-03-10,Vlog/Other,1420000,25946,1530,372,,1549,0.00134,0.0183,,0.3459,,,alexandra anele|NARS natural matte foundation,GlowMetric_Q1_2025,GlowMetric
YouTube,AlexandrasGirly,Alexandra Anele,UCzlgsdcnqJq8BDWY7bqWUmA,Mid,bDi4PeBVTUI,STOP. Before you buy ANOTHER foundation...,2026-03-09T18:15:03Z,2026-03-09,Vlog/Other,1420000,29561,1468,43,,88,0.00106,0.0208,,0.0155,,,alexandra anele|foundation|base|dry skin|oily skin|dewy|matte|no buy|deinfluencing,GlowMetric_Q1_2025,GlowMetric
YouTube,AlexandrasGirly,Alexandra Anele,UCzlgsdcnqJq8BDWY7bqWUmA,Mid,kJD5u2g_f8A,DON’T buy another foundation,2026-03-07T17:01:05Z,2026-03-07,Vlog/Other,1420000,45729,2801,357,,698,0.00222,0.0322,,0.2583,,,alexandra anele|foundation|oily skin|dry skin|matte|dewy|satin,GlowMetric_Q1_2025,GlowMetric
YouTube,AlexandrasGirly,Alexandra Anele,UCzlgsdcnqJq8BDWY7bqWUmA,Mid,nzTTqic7l50,This is why your eye makeup looks “WRONG”,2026-02-17T17:01:18Z,2026-02-17,Vlog/Other,1420000,68363,4647,370,,1459,0.00353,0.0481,,0.8584,,,alexandra anele|why your eye makeup looks wrong|eyeshadow|how to|makeup tutorial|mua|explained|lisa eldridge betty,GlowMetric_Q1_2025,GlowMetric
YouTube,AlexandrasGirly,Alexandra Anele,UCzlgsdcnqJq8BDWY7bqWUmA,Mid,GMJuj327VbQ,2 NEW Olive Complexion Products? ,2026-01-31T17:00:25Z,2026-01-31,Vlog/Other,1420000,23350,1244,187,,2147,0.00101,0.0164,,0.3614,,,alexandra anele|pale olive|fair olive|foundation|concealer|wear test|creasing,GlowMetric_Q1_2025,GlowMetric
YouTube,AlexandrasGirly,Alexandra Anele,UCzlgsdcnqJq8BDWY7bqWUmA,Mid,AChdbdQlfeA,Trying new makeup! Self adhesive lashes? 🤔,2026-01-30T00:25:31Z,2026-01-30,Vlog/Other,1420000,17468,391,21,,11066,0.00029,0.0123,,0.5349,,,alexandra anele,GlowMetric_Q1_2025,GlowMetric
YouTube,AlexandrasGirly,Alexandra Anele,UCzlgsdcnqJq8BDWY7bqWUmA,Mid,SyLM4nH_bRQ,I finished a bunch of stuff. Let&#39;s see if they were worth it 🥲,2026-01-20T18:00:37Z,2026-01-20,Review,1420000,49891,2457,402,,1580,0.00201,0.0351,,0.5293,,,alexandra anele|empties|concealer|skincare|sunscreen|acne|gentle exfoliant|blowdry mist|dezi skin|cleansing balm,GlowMetric_Q1_2025,GlowMetric
YouTube,AlexandrasGirly,Alexandra Anele,UCzlgsdcnqJq8BDWY7bqWUmA,Mid,DzAZxE2vlRw,I guess it&#39;s a hot take,2026-01-16T17:00:31Z,2026-01-16,Vlog/Other,1420000,44137,1807,80,,72,0.00133,0.0311,,0.016,,,alexandra anele|lip stain|makeup tips|makeup artist,GlowMetric_Q1_2025,GlowMetric
YouTube,AlexandrasGirly,Alexandra Anele,UCzlgsdcnqJq8BDWY7bqWUmA,Mid,J3XdCA7ap90,My TOP Lip Products of 2025 ayyyyyyeee!,2026-01-13T17:00:28Z,2026-01-13,Vlog/Other,1420000,27426,1627,165,,1273,0.00126,0.0193,,0.2673,,,alexandra anele|lip liner|lip stain|best lip balm|lip mask|kjh.brand|hung vanngo beauty|typology,GlowMetric_Q1_2025,GlowMetric
YouTube,AlexandrasGirly,Alexandra Anele,UCzlgsdcnqJq8BDWY7bqWUmA,Mid,kuhaqA0tnsQ,Cover your dark circles for only $5!,2026-01-10T03:25:47Z,2026-01-10,Short,1420000,654286,3220,137,,21,0.00236,0.4608,,0.0083,,,alexandra anele|concealer|dark circles|elf cosmetics,GlowMetric_Q1_2025,GlowMetric
YouTube,AlexandrasGirly,Alexandra Anele,UCzlgsdcnqJq8BDWY7bqWUmA,Mid,nXF5wDsW-vo,My Top Tips for Flawless Under Eyes | Prevent Wrinkle Creasing,2025-12-23T17:01:26Z,2025-12-23,Vlog/Other,1420000,41168,2352,141,,1845,0.00176,0.029,,0.5412,,,alexandra anele|concealer|under eye|wrinkle creasing|dark circles,GlowMetric_Q1_2025,GlowMetric
YouTube,AlexandrasGirly,Alexandra Anele,UCzlgsdcnqJq8BDWY7bqWUmA,Mid,j_aBlfuG2vY,Holiday Glam using ALL Drugstore Makeup,2025-12-18T17:01:15Z,2025-12-18,Vlog/Other,1420000,32984,1855,200,,3795,0.00145,0.0232,,0.9171,,,alexandra anele|holiday makeup|glam|drugstore makeup,GlowMetric_Q1_2025,GlowMetric
YouTube,AlexandrasGirly,Alexandra Anele,UCzlgsdcnqJq8BDWY7bqWUmA,Mid,6WCdlXUbZCU,A chill hang,2025-12-17T23:57:01Z,2025-12-17,Vlog/Other,1420000,6689,253,24,,4079,0.0002,0.0047,,0.136,,,alexandra anele,GlowMetric_Q1_2025,GlowMetric
YouTube,CassieTrayna,Cassie Nailah Secrets,UC8yar6kZPPENJ2GxdI1WlSQ,Nano,8CKleFvzrGg,Hair growth rinse#skincare #skincareroutine #skincaretips #hairgrowth,2026-03-24T06:11:29Z,2026-03-24,Routine,79100,1281,72,0,,61,0.00091,0.0162,,0.0093,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,CassieTrayna,Cassie Nailah Secrets,UC8yar6kZPPENJ2GxdI1WlSQ,Nano,8K47qj1MTa0,Hair growth oil #longhairgrowthtips#beauty #hairgrowthoilintamil#haircare #hairgrowth#hairgrowthtips,2026-03-24T06:01:29Z,2026-03-24,Vlog/Other,79100,5779,267,35,,69,0.00382,0.0731,,0.0439,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,CassieTrayna,Cassie Nailah Secrets,UC8yar6kZPPENJ2GxdI1WlSQ,Nano,zWZnnqgr1Ww,How to make scalp detox for hair growth #body #haircare #hairgrowthoilintamil #hairgrowth,2026-03-22T15:34:47Z,2026-03-22,Tutorial,79100,15105,677,42,,61,0.00909,0.191,,0.0924,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,CassieTrayna,Cassie Nailah Secrets,UC8yar6kZPPENJ2GxdI1WlSQ,Nano,IZm1diMiTS8,Fast hair growth Hair rinse #body #haircare #longhairgrowthtips #beauty,2026-03-22T15:29:54Z,2026-03-22,Vlog/Other,79100,1223,86,9,,71,0.0012,0.0155,,0.0142,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,CassieTrayna,Cassie Nailah Secrets,UC8yar6kZPPENJ2GxdI1WlSQ,Nano,JsN-0DsnMB4,Vitamin c serum for glowing skin #body #skincare #beauty #vitaminc #antiagingserum #glowyskin #serum,2026-03-21T11:15:11Z,2026-03-21,Vlog/Other,79100,6036,346,3,,61,0.00441,0.0763,,0.0448,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,CassieTrayna,Cassie Nailah Secrets,UC8yar6kZPPENJ2GxdI1WlSQ,Nano,3Zh4mU6wBew,Rice water for fasterhair growth #longhairgrowthtips#hairgrowth #longhairgrowthtips #body,2026-03-21T11:08:18Z,2026-03-21,Vlog/Other,79100,6460,420,24,,73,0.00561,0.0817,,0.0683,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,CassieTrayna,Cassie Nailah Secrets,UC8yar6kZPPENJ2GxdI1WlSQ,Nano,9fFZH98E-jk,"Best way to clear dark knuckles,dark elbows very fast using just few ingredients / works faster✅✨",2026-03-19T16:00:06Z,2026-03-19,Vlog/Other,79100,160,8,5,,772,0.00016,0.002,,0.0206,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,CassieTrayna,Cassie Nailah Secrets,UC8yar6kZPPENJ2GxdI1WlSQ,Nano,Hp3zsk-P-gE,How to make brightening body Scrub #body #bodyscrub #skincare #beauty #fair #bodysoap #bodycream,2026-03-19T07:30:56Z,2026-03-19,Tutorial,79100,12592,787,42,,69,0.01048,0.1592,,0.1205,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,CassieTrayna,Cassie Nailah Secrets,UC8yar6kZPPENJ2GxdI1WlSQ,Nano,IEfQNJqhSE8,Best hairgrowth oil #hairgrowthoilintamil #longhairgrowthtips hairgrowth#hairgrowthoil,2026-03-14T12:14:26Z,2026-03-14,Vlog/Other,79100,1636,93,15,,73,0.00137,0.0207,,0.0167,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,CassieTrayna,Cassie Nailah Secrets,UC8yar6kZPPENJ2GxdI1WlSQ,Nano,NDwx8tpkxsY,How to get glassSkin very fast using this #body #skincare #faceglow #undereyegel #hydrating,2026-03-12T09:02:22Z,2026-03-12,Short,79100,14960,769,7,,57,0.00981,0.1891,,0.0932,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,CassieTrayna,Cassie Nailah Secrets,UC8yar6kZPPENJ2GxdI1WlSQ,Nano,VM9OvEtL2m4,Avocado hair growth mask#viral #skincare #hairgrowth #hair #hairtransformation,2026-03-06T21:08:04Z,2026-03-06,Vlog/Other,79100,15268,838,30,,63,0.01097,0.193,,0.1152,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,CassieTrayna,Cassie Nailah Secrets,UC8yar6kZPPENJ2GxdI1WlSQ,Nano,r8EKKB2vYXk,Look 10years younger #body #skincare #beauty #fair #longhairgrowthtips,2026-03-02T16:39:54Z,2026-03-02,Vlog/Other,79100,3657,330,28,,66,0.00453,0.0462,,0.0498,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,CassieTrayna,Cassie Nailah Secrets,UC8yar6kZPPENJ2GxdI1WlSQ,Nano,WQZlW4hgEdg,Best carrot soapRecipe for brighter lighter skin #body #skincare #carrotsoap #shinyskin #cleanskin,2026-03-02T16:37:11Z,2026-03-02,Vlog/Other,79100,3882,272,21,,61,0.0037,0.0491,,0.0376,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,CassieTrayna,Cassie Nailah Secrets,UC8yar6kZPPENJ2GxdI1WlSQ,Nano,6Tdf_-SGW48,Best glow maskFor glowing skin #body #skincare #beauty #fair #glowingskin#glownaturally #healthyglow,2026-02-28T11:40:13Z,2026-02-28,Vlog/Other,79100,29268,1203,84,,61,0.01627,0.37,,0.1654,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,CassieTrayna,Cassie Nailah Secrets,UC8yar6kZPPENJ2GxdI1WlSQ,Nano,8JxbWVy3rV8,Best hair growth oil #body #hairgrowthoilintamil #hairgrowth #hairgrowthtips #hairgrowthoil,2026-02-25T15:29:55Z,2026-02-25,Vlog/Other,79100,8846,520,71,,62,0.00747,0.1118,,0.0772,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,KathleenLights,KathleenLights,UC8v4vz_n2rys6Yxpj8LuOBA,Macro,cVdqGWEQ-Mo,FULL FACE CHATTY GRWM - Current go-to foundation routine,2026-03-17T23:58:23Z,2026-03-17,Routine,4100000,79255,4420,315,,1617,0.00115,0.0193,,0.3099,,,kathleen lights|kathleen fuentes|colourpop|lightslabel,GlowMetric_Q1_2025,GlowMetric
YouTube,KathleenLights,KathleenLights,UC8v4vz_n2rys6Yxpj8LuOBA,Macro,MgdJOiL6_yg,"EAT WITH ME! Life Update, Work, Books + Anxiety",2025-11-24T16:35:55Z,2025-11-24,Vlog/Other,4100000,123453,7432,767,,758,0.002,0.0301,,0.2527,,,kathleen lights|kathleen fuentes|colourpop|lightslabel,GlowMetric_Q1_2025,GlowMetric
YouTube,KathleenLights,KathleenLights,UC8v4vz_n2rys6Yxpj8LuOBA,Macro,GtoP2PEJNmg,I made a perfume with Le Monde Gourmand!!!!,2025-11-08T01:22:05Z,2025-11-08,Vlog/Other,4100000,41962,3078,348,,701,0.00084,0.0102,,0.0981,,,kathleen lights|kathleen fuentes|colourpop|lightslabel,GlowMetric_Q1_2025,GlowMetric
YouTube,KathleenLights,KathleenLights,UC8v4vz_n2rys6Yxpj8LuOBA,Macro,B9z96sRaneU,"EAT WITH ME- Life, Drama, Books + Movies",2025-05-28T16:50:19Z,2025-05-28,Vlog/Other,4100000,108012,5494,648,,596,0.0015,0.0263,,0.149,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,KathleenLights,KathleenLights,UC8v4vz_n2rys6Yxpj8LuOBA,Macro,anyd3xOat94,Juicy Tubes were the star of the Y2K era! That juicy scent &amp; shine? Iconic!  #LancômePartner,2025-05-19T23:33:49Z,2025-05-19,Short,4100000,623755,16779,56,,44,0.00411,0.1521,,0.0301,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,KathleenLights,KathleenLights,UC8v4vz_n2rys6Yxpj8LuOBA,Macro,VnkkduCkbxU,TESTING NEW SPRING MAKEUP - Coquette Inspired look,2025-04-29T16:38:37Z,2025-04-29,Test/Rank,4100000,81983,3951,208,,1011,0.00101,0.02,,0.1702,,,kathleen lights|kathleen fuentes|colourpop|lightslabel,GlowMetric_Q1_2025,GlowMetric
YouTube,KathleenLights,KathleenLights,UC8v4vz_n2rys6Yxpj8LuOBA,Macro,CkXaQXd6TKc,Makeup I FORGOT I HAD - Shop My Stash!!,2024-10-21T11:29:31Z,2024-10-21,Vlog/Other,4100000,108437,5796,389,,1223,0.00151,0.0264,,0.3078,,,kathleen lights|kathleen fuentes|colourpop|lightslabel,GlowMetric_Q1_2025,GlowMetric
YouTube,KathleenLights,KathleenLights,UC8v4vz_n2rys6Yxpj8LuOBA,Macro,tB2aQrpV9Jc,Have you guys watched my newest video? I talk about my TOP 20 Perfumes for FALL 🍂🍁,2024-10-13T17:05:26Z,2024-10-13,Short,4100000,83319,2538,43,,57,0.00063,0.0203,,0.006,,,,GlowMetric_Q1_2025,GlowMetric
YouTube,KathleenLights,KathleenLights,UC8v4vz_n2rys6Yxpj8LuOBA,Macro,D0_1KiBNAsw,September Favorites - the best of the best!!,2024-09-30T21:23:37Z,2024-09-30,Vlog/Other,4100000,120438,5624,382,,1001,0.00146,0.0294,,0.2436,,,kathleen lights|kathleen fuentes|colourpop|lightslabel,GlowMetric_Q1_2025,GlowMetric
YouTube,KathleenLights,KathleenLights,UC8v4vz_n2rys6Yxpj8LuOBA,Macro,ezLIrM7DEqE,GRWM using a FULL FACE of Makeup By Mario,2024-09-02T00:23:14Z,2024-09-02,Routine,4100000,97991,5178,339,,761,0.00135,0.0239,,0.1712,,,kathleen lights|kathleen fuentes|colourpop|lightslabel,GlowMetric_Q1_2025,GlowMetric
YouTube,KathleenLights,KathleenLights,UC8v4vz_n2rys6Yxpj8LuOBA,Macro,wHL7zDmQyqc,First Impressions - CHIT CHAT GET READY WITH ME,2024-08-05T15:18:24Z,2024-08-05,Routine,4100000,100584,5332,446,,692,0.00141,0.0245,,0.1626,,,kathleen lights|kathleen fuentes|colourpop|lightslabel,GlowMetric_Q1_2025,GlowMetric
YouTube,KathleenLights,KathleenLights,UC8v4vz_n2rys6Yxpj8LuOBA,Macro,-E8MWP-xyMg,Products I HATE &amp; stuff I’ve used up,2024-05-31T02:31:56Z,2024-05-31,Vlog/Other,4100000,125016,7450,355,,645,0.0019,0.0305,,0.2043,,,kathleen lights|kathleen fuentes|colourpop|lightslabel,GlowMetric_Q1_2025,GlowMetric
YouTube,KathleenLights,KathleenLights,UC8v4vz_n2rys6Yxpj8LuOBA,Macro,5axqxx3WQGU,SHE WAS A FAIRY…. Spring GRWM,2024-02-27T20:07:15Z,2024-02-27,Routine,4100000,103263,6001,258,,1063,0.00153,0.0252,,0.2711,,,kathleen lights|kathleen fuentes|colourpop|lightslabel,GlowMetric_Q1_2025,GlowMetric
YouTube,KathleenLights,KathleenLights,UC8v4vz_n2rys6Yxpj8LuOBA,Macro,2awvxboqLAo,Trying Frosty “Cold Girl” Makeup!!,2024-02-13T16:17:08Z,2024-02-13,Vlog/Other,4100000,67061,4182,180,,804,0.00106,0.0164,,0.142,,,kathleen lights|kathleen fuentes|colourpop|lightslabel|cold girl makeup|tower 28,GlowMetric_Q1_2025,GlowMetric
YouTube,KathleenLights,KathleenLights,UC8v4vz_n2rys6Yxpj8LuOBA,Macro,59fA5jrX-98,AFFORDABLE GIRLY POP PRINCESS VDAY MAKEUP TUTORIAL,2024-02-03T19:52:18Z,2024-02-03,Tutorial,4100000,68833,3924,192,,685,0.001,0.0168,,0.1142,,,kathleen lights|kathleen fuentes|colourpop|lightslabel,GlowMetric_Q1_2025,GlowMetric
